prng_id,sequence_id,seed,cascade_mod125_autocorr,cascade_mod125_entropy,cascade_mod128_autocorr,cascade_mod128_entropy,cascade_mod16_autocorr,cascade_mod16_entropy,cascade_mod256_autocorr,cascade_mod256_entropy,cascade_mod32_autocorr,cascade_mod32_entropy,cascade_mod500_autocorr,cascade_mod500_entropy,cascade_mod64_autocorr,cascade_mod64_entropy,cascade_mod8_autocorr,cascade_mod8_entropy,digit_corr_hundreds_tens,digit_corr_hundreds_units,digit_corr_tens_units,digit_hundreds_change_rate,digit_hundreds_chi2,digit_hundreds_entropy,digit_tens_change_rate,digit_tens_chi2,digit_tens_entropy,digit_units_change_rate,digit_units_chi2,digit_units_entropy,direction_change_rate,repeat_gap_mean,repeat_gap_min,repeat_gap_std,repeat_rate,run_max,run_mean,run_std,spectral_flatness,spectral_low_freq_ratio,spectral_peak_count,spectral_peak_ratio,step_entropy,step_mean,step_median,step_pair_unique_ratio,step_repeat_ratio,step_std,trans_diagonal_strength,trans_far_diag_weight,trans_near_diag_weight,trans_row_entropy_mean,trans_row_entropy_std,trans_sparsity
xorshift32,xorshift32_000,102261127,0.016395513933651452,6.94898676634491,0.00590203170742394,6.981567214252155,0.00849581928592178,3.996754935062023,0.004490507936833503,7.965966527847286,-0.004693817824065408,4.9954506240785435,0.011228333324590951,8.90186016764346,-0.008901976384290982,5.990409605855353,0.017935416287042785,2.9988683927639377,-0.027867994005806022,-0.010028683594463975,0.0004768145888041228,0.8975795159031806,8.912000000000003,3.320660735148269,0.9025805161032207,5.171999999999993,3.321182757829508,0.8989797959591919,8.684000000000003,3.3206612221892984,0.6616646658663465,780.2431960049937,1,732.4393013206786,0.801,6,1.5111850060459493,0.7555890410167186,0.8479169814545117,0.2569883781946521,100,2.9684413372449416,0.9955660558169351,504.97459491898377,511.0,0.9979991996798719,0.0008003201280512205,291.45456782787346,0.010950100353223186,15.902004654634002,9.65935758676432,5.1876182173943555,0.1802324641375378,0.6056
xorshift32,xorshift32_001,204522253,-0.011248123781225194,6.945383034770484,0.019700714898777186,6.978507782885721,0.00910699874881218,3.996664332210437,-0.00955372029303461,7.959000639618666,0.014552260304592382,4.994829607326835,0.020129031575774604,8.88983013838223,0.02429935880214444,5.990277869609009,0.018814034471053218,2.9982732402667143,0.006711384544445496,0.01045791338267001,-0.011391263117336332,0.8979795959191839,3.699999999999999,3.3213947054614104,0.9087817563512702,3.5360000000000067,3.321418330205073,0.9015803160632127,4.228000000000001,3.3213223574050708,0.6624649859943977,752.2011479910158,1,701.2202295289645,0.8014,6,1.5093599033816425,0.7473200595700209,0.841110442177004,0.24884925534085423,123,3.1321073000404773,0.9949598097444508,509.55591118223646,518.0,0.9971988795518207,0.0014005602240896359,290.0983492455824,0.010660314535119102,15.902702879179145,9.854671862905484,5.187752949081194,0.1783247438695142,0.6064
xorshift32,xorshift32_002,306783379,-0.008836324297337597,6.949603555897168,0.022719176402684435,6.976403415152405,0.00992094823937422,3.99791747300344,-0.007312204495294809,7.952467403483913,-0.017400251468789065,4.994874310204595,0.0002870304690410874,8.891396089637073,-0.016783540865328683,5.98740002970311,-0.009529681245786126,2.9991573075474482,0.021554324709286816,-0.02293435737767004,-0.000438131851432456,0.9017803560712142,5.939999999999995,3.321059392399597,0.8985797159431886,9.639999999999992,3.320523612349242,0.8961792358471694,11.931999999999997,3.320207760606172,0.678671468587435,760.0466799800299,1,698.1389196578281,0.8012,6,1.4733274388446802,0.7242659695040367,0.8353714818222872,0.24969809263551368,111,3.5287527870615163,0.9953371500884147,495.52990598119624,491.0,0.9975990396158463,0.0010004001600640256,287.721184746347,0.009722005233964518,15.04790282975555,9.689057790121467,5.186811614752597,0.16784614186114466,0.6061
xorshift32,xorshift32_003,409044505,0.004490180434335259,6.948714431854355,0.0031611187963067246,6.983622119559921,0.004170530020182027,3.9970564688264933,0.0017847603300662686,7.9605346279955675,-0.011732878015110122,4.996322253146477,0.03555042264848039,8.88966469226984,-0.018773312425589196,5.992319220593529,-0.009504164021245412,2.9987340345231788,0.024220842422742746,0.00046778767141523504,0.012698039685148205,0.9069813962792559,15.716000000000001,3.319680811052516,0.9087817563512702,11.196000000000003,3.320323222774985,0.8971794358871774,9.004,3.3206359652107293,0.673469387755102,762.392161757364,2,720.3068902934107,0.8012,6,1.4847044847044848,0.7454370215666449,0.8475405373906849,0.23954258129269138,107,3.537882007532079,0.9945547841873744,498.246849369874,502.0,0.9971988795518207,0.00020008003201280514,287.78347579971336,0.007018653004580266,16.01846757533007,9.336429476788647,5.1869454876272245,0.19906579487195783,0.6052
xorshift32,xorshift32_004,511305631,-0.014574001957018764,6.942950639289999,-0.014715186359464205,6.978085338269453,-0.016053793903102805,3.9988901599841293,-0.008514240875690101,7.9523665207271055,0.005933701555526861,4.994769079326762,0.0016772723459608672,8.888090978643888,0.007100162955931332,5.988842296495427,-0.015706308131943753,2.999473233575886,-0.012102455136195346,-0.00978741342611346,-0.01667669747663673,0.8961792358471694,4.683999999999999,3.3212563740037986,0.8999799959991999,12.587999999999997,3.3201392444258726,0.9007801560312062,5.643999999999998,3.3211137164203515,0.6636654661864746,755.7578553615961,1,702.7818662931003,0.802,8,1.5066305003013865,0.7605703042860106,0.848368653376697,0.2690755271542012,107,3.5330101019510103,0.9948938415785616,504.6503300660132,511.0,0.9977991196478592,0.0012004801920768306,290.3038246691121,0.00896403958148222,14.252320018445399,10.14289506563506,5.189335911547556,0.19026121566377235,0.606
xorshift32,xorshift32_005,613566757,-0.009477306424756146,6.947829912682524,0.004929127746075982,6.980367560700846,-0.0010321173623010274,3.998105532982634,-0.0007638711045786904,7.960082337108265,0.009916909007132225,4.99632682136842,0.002517092455986629,8.892670419593149,0.019151699160229584,5.992833284925055,-0.006385302184277487,2.9988225241433897,-0.006372864045845564,-0.01886327814887918,0.0007220443752911972,0.9005801160232046,12.576000000000004,3.3201072455224825,0.8991798359671934,6.979999999999996,3.3209164345111923,0.9009801960392079,2.888000000000001,3.321511501376378,0.6694677871148459,750.8381546134664,1,701.7223722891825,0.802,7,1.4935763370182253,0.7451891098607132,0.8394145357136249,0.24093692378974507,118,3.3851473552778413,0.9951189270174389,499.5769153830766,505.0,0.9993997599039616,0.0014005602240896359,286.62762168693695,0.011798411389334655,14.418012096372184,8.969005472647625,5.173777354272178,0.20113802678447495,0.6088
xorshift32,xorshift32_006,715827883,-0.008618058322625162,6.9495928821591715,-0.022772007400960356,6.97658998483405,-0.023412444324312234,3.995670693234404,-0.006598227351626312,7.954540031348937,-0.013690572430881011,4.99188862164751,0.005349038158390717,8.893062731053234,-0.010128472095719824,5.987101962382104,0.00392797419109054,2.9972795399528613,-0.003202202785239209,0.01807724395580104,0.008301918364798428,0.8975795159031806,8.740000000000007,3.3206384195607215,0.9051810362072414,10.008000000000006,3.320483041652829,0.8999799959991999,14.348000000000004,3.3198582552075493,0.671468587434974,762.9728179551122,1,711.3716451093798,0.802,5,1.489127196901996,0.7364814106558032,0.8482221643056387,0.23707236335687196,114,3.13791116012675,0.9952776161365726,499.4002800560112,501.0,0.9963985594237695,0.0008003201280512205,290.1801669890352,0.008933679108227536,15.851620194228449,9.740533691987418,5.194065949635382,0.19861525526304108,0.604
xorshift32,xorshift32_007,818089009,0.0027100547907093777,6.949412115827772,-0.008101966022169584,6.979578438787881,-0.006906192723728874,3.998785522729377,0.029332254239348328,7.956499606199994,-0.004556279123458958,4.995088382382332,0.010160100912845487,8.887940258596544,-0.001170793284994616,5.989007465369665,-0.0015015308822505704,2.9993536046927463,0.00534323571099733,-0.024409749189519086,0.0229464223561764,0.8929785957191438,4.955999999999995,3.321210944279489,0.8995799159831966,9.903999999999996,3.3204934007161246,0.9015803160632127,8.10400000000001,3.3207797852632797,0.6608643457382953,756.6513601197904,1,709.242898013686,0.8014,6,1.5130145278450364,0.7530085692460273,0.8446308539765013,0.2621631290250066,123,3.3050555297541746,0.9952186290561956,500.2650530106021,508.0,0.996998799519808,0.0010004001600640256,292.8670131278493,0.009675153823986989,15.607575360736321,10.739306410068233,5.18690428807242,0.19806671005423077,0.6048
xorshift32,xorshift32_008,920350135,0.0017329994445296458,6.947293520923031,0.007971016469353841,6.9801874503632675,0.0014502444594089216,3.9990389700664344,0.011661108126078621,7.957132838138892,-0.0012723902169616906,4.9971858805821,0.01756495586588874,8.89125808837194,-0.009990701791025984,5.991459890610949,-0.014825980013907102,2.999703091507646,0.010319370121226605,0.011456147590647194,-0.007942863852162184,0.8935787157431486,4.708,3.3212462337329423,0.8971794358871774,7.740000000000007,3.3208090711560923,0.9025805161032207,5.935999999999995,3.321059236887057,0.6612645058023209,763.1291208791209,1,720.4119437463777,0.8008,7,1.512099213551119,0.7536994927860033,0.8450603248984411,0.24349473998007432,93,3.3509094434925277,0.9953530344098438,498.32046409281855,498.0,0.9975990396158463,0.0010004001600640256,290.0083969428543,0.011949412975403077,15.672739384067347,9.927479313662804,5.179366020882052,0.16885273479684682,0.6073
xorshift32,xorshift32_009,1022611261,-0.027953644859747592,6.94748866883352,-0.004586608546598982,6.978633407656696,0.011828884648830274,3.9966820265199994,-0.00835381052587603,7.955840302429662,0.003078418257966226,4.993288754839623,-0.017733324535690823,8.888827278887135,-0.001948088575171078,5.9887490184691,0.02670358100007607,2.9978490606312382,-0.007112146640773012,-0.0025573363649450654,0.001903685528703151,0.8993798759751951,15.995999999999999,3.3195943782199993,0.8983796759351871,11.208000000000007,3.320314479402884,0.8993798759751951,9.320000000000004,3.32062085868322,0.6658663465386154,753.0598354525056,1,722.1779743157218,0.8022,6,1.5016521477921299,0.7531332196209304,0.8436652589388537,0.24211597948740257,110,3.166742974729971,0.9952828038997177,496.31726345269055,498.0,0.9981992797118847,0.001800720288115246,290.27113330505125,0.009088298373162378,15.714128386851119,10.107063858498039,5.161152681659626,0.19998390185250328,0.6115
